name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
The Bounty Hunter,"23 Apr, 2010",[],Comedy,,Andy Tennant,,3.0,3.0,"Funny in places, feisty here and there, The Bounty Hunter, is one more middle-of-the-road outing from Jennifer Aniston.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Universal Soldier: Regeneration,"16 Apr, 2010",[],Action,,Andrei ArlovskiActor,,2.0,3.1,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Cop Out,"16 Apr, 2010",[],Action,,Kevin Smith,,3.0,2.8,"It's crude. It's rude. And it's downright funny, but only in a down and out way. Enjoy the nonsensical, one evening.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
How To Train Your Dragon,"16 Apr, 2010",[],Animation,,Gerard ButlerActor,,3.5,4.2,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Green Zone,"09 Apr, 2010",[],Action,,Paul Greengrass,,3.0,3.6,Don't go looking for the Bourne effect and you'll enjoy the relevance of this film which dares to question and debate.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Date Night," 1 hr 27 mins
	    
	",['Comedy'],,,Shawn Levy,"['Steve Carell', 'Tina Fey', 'Mark Wahlberg']",3.5,3.3,"The Fosters, a boring couple from New Jersey, go on a routine date to a high end, overbooked restaurant in Manhattan. When they don't get place, they steal someone else's reservation and end up being chased by trigger-happy gangsters and corrupt cops who want them to deliver a stolen flash drive. Can the Fosters, now mistaken as the Triplehorns, deliver and get back to their staid, suburban domesticity?","https://static.toiimg.com/thumb/msid-5778811,width-219,height-317,imgsize-1819/5778811.jpg"
Legion,"09 Apr, 2010",[],Drama,,Paul BettanyActor,,3.0,2.3,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Japanese Wife,"09 Apr, 2010",[],Drama,,Aparna Sen,"['Rahul Bose', 'Raima Sen', 'Moushumi Chatterjee']",4.0,4.0,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Hurt Locker,"09 Apr, 2010",[],Action,,Kathryn Bigelow,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']",4.0,3.7,"Don't miss this topical teaser of a film that dares to go inside the mind of the young soldier who is herded into the battle field, without actually knowing why.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Clash Of The Titans,"02 Apr, 2010",[],Action,,Louis Leterrier,"['Sam Worthington', 'Ralph Fiennes', 'Gemma Arterton']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Young Victoria,"02 Apr, 2010",[],Biography,,Jean Marc Vallee,"['Emily Blunt', 'Rupert Friend', 'Miranda Richardson']",3.0,2.7,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Vicky Cristina Barcelona,"26 Mar, 2010",[],Drama,,Woody Allen,"['Javier Bardem', 'Scarlett Johansson', 'Penelope Cruz']",3.5,3.3,The highpoint of the film is the unstable equilibrium the three women try to establish in their interactions with the Don Juan. Penelope Cruz is simply riveting.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Gamer,"19 Mar, 2010",[],Action,,Mark Neveldine,,3.0,3.1,"Meant strictly for action-buffs, Gamer is a timely warning for the gaming industry. Too much virtual violence might just turn the real world turtle.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Knowing,"19 Mar, 2010",[],Sci-Fi,,Alex Proyas,,3.0,3.2,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Lovely Bones,"19 Mar, 2010",[],Drama,,Peter Jackson,"['Mark Wahlberg', 'Rachel Weisz', 'Susan Sarandon']",3.0,2.7,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Book of Eli,"19 Mar, 2010",[],Drama,,Denzel WashingtonActor,,3.5,3.2,The film is essentially an extremely well-shot action drama embellished with some fine performances by Denzel Washington and Gary Oldman.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
New in Town,"12 Mar, 2010",[],Drama,,Renee ZellwegerActor,,3.0,2.7,"An inconsequential love story, New in Town acquires body and form only because of Ms Zellweger. Watch it as time-pass. It could make you smile on an average day.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Nine,"12 Mar, 2010",[],Musical,,Rob Marshall,"['Daniel Day Lewis', 'Penelope Cruz', 'Nicole Kidman']",3.5,3.2,"Nine may not be as engrossing as Rob Marshall's other mind-bending musical, Chicago. Nevertheless, it is an enchanting experience with Daniel Day Lewis.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Alice In Wonderland,"12 Mar, 2010",[],Fantasy,,Tim Burton,"['Johnny Depp', 'Mia Wasikowska', 'Anne Hathaway']",4.0,3.6,"The evergreen fable comes alive in mesmeric form. Don't miss your tryst with a dapper Johnny Depp, a newage Alice and an over-the-top Tim Burton.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Love Happens,"05 Mar, 2010",[],Romance,,Jennifer AnistonActor,,3.0,3.7,"This one's serious business. Much of the romance between Jennifer Aniston and Aaron Eckhart proceeds on a sombre note, with both our protagonists trying to cope with their personal tragedies.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Invictus,"26 Feb, 2010",[],Biopic,,Clint Eastwood,,4.0,4.1,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Princess And The Frog,"11 Dec, 2009",['English'],1 hr 38 mins, Animation Family Musical,Ron Clements,"['Anika Noni Rose', 'John Goodman', 'Terrence Howard']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61237703,width-219,height-317,imgsize-35035/61237703.jpg"
It's Complicated,"26 Feb, 2010",[],Romance,,Nancy Meyers,"['Meryl Streep', 'Alec Baldwin', 'Steve Martin']",3.5,3.2,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Percy Jackson And The Olympians: The Lightning Thief," 1 hr 59 mins
	    
	",['Adventure'],,,Chris Columbus,"['Logan Lerman', 'Pierce Brosnan', 'Uma Thurman']",3.0,3.5,"Young Percy Jackson is a demi-god (son of a god and a human). He is falsely accused of stealing the lightning bolt and must retrieve it before earth is torn asunder by the warring gods. Aiding him in his search for the missing bolt are Annabeth, the daughter of goddess Athena and Satyr, a half-human, half-goat creature.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Up In The Air,"19 Feb, 2010",[],Drama,,Jason Reitman,"['George Clooney', 'Anna Kendrick', 'Vera Farmiga']",4.0,3.9,"A smart script, great performances, witticisms galore, Up In The Air is a humanist document of today's times. Not to be missed at all.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Wolfman,"12 Feb, 2010",[],Sci-fci,,Joe Johnston,"['Benicio Del Toro', 'Anthony Hopkins', 'Emily Blunt']",2.0,3.0,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Valentine's Day,"12 Feb, 2010",[],Romance,,Garry Marshall,"['Julia Garner', 'Ashton Kutcher', 'Anne Hathaway']",3.0,3.4,"The film doesn't quite live up to Garry Marshall's rendition of the Cinderella myth in Pretty Woman, but it fits in with the mood of the moment.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Armored,"05 Feb, 2010",[],Action,,Nimrod Antal,"['Matt Dillon', 'Columbus Short', 'Jean Reno']",3.0,3.0,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Old Dogs,"05 Feb, 2010",[],Comedy,,Walt Becker,"['John Travolta', 'Robin Williams', 'Kelly Preston']",3.0,3.3,"Watch out for moments of fun in this routine comedy. Both John Travolta and Robin Williams crackle, despite their aging and weathering.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Coco Avant Chanel,"05 Feb, 2010",[],Drama,,Anne Fontaine,,3.5,3.6,"Watch the film for its character sketch, its authenticity and for a towering performance by Audrey Tautou in the eponymous role.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Couples Retreat,"05 Feb, 2010",[],Comedy,,Peter Billingsley,"['Vince Vaughn', 'Kristen Bell', 'Jason Bateman']",2.5,2.6,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Bruno,"05 Feb, 2010",[],Comedy,,Larry Charles,,3.0,2.7,"The film may not be as uproarious as Borat but it does give you some rollicking moments with Sacha Baron Cohen unleashing his manic energy once again. Enjoy, the adult way.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Blind Side,"29 Jan, 2010",[],Drama,,Sandra BullockActor,,3.5,4.0,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Stepfather,"29 Jan, 2010",[],Thriller,,Dylan WalshActor,,3.0,2.8,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Where The Wild Things Are,"22 Jan, 2010",[],Drama,,Spike Jonze,,3.0,3.1,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Zombieland,"22 Jan, 2010",[],Action,,Ruben Fleischer,"['Jesse Eisenberg', 'Woody Harrelson', 'Emma Stone']",3.0,3.1,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
New York I love you,"22 Jan, 2010",[],Drama,,Natalie PortmanActor,"['Bradley Cooper', 'Julie Christie', 'Anton Yelchin']",3.5,3.0,"The film, written by the late Anthony Minghella, is sheer visual poetry, with its white interiors and its hazy outlines.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Spy Next Door,"15 Jan, 2010",[],Drama,,Brian Levant,,2.5,3.1,Nothing original and not quite quintessential Chan -- the action here is muted -- this one's only for diehard Jackie buffs.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Case 39,"15 Jan, 2010",[],Action,,Renee ZellwegerActor,,3.0,3.4,"As a film, Case 39 does work at the simple, basic level of a thriller that thrills. Although Ms Zellweger does look somewhat jaded and whispers a bit too much to create her characteristic impact.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Did You Hear About the Morgans?,"15 Jan, 2010",[],Comedy,,Hugh GrantActor,,3.0,3.1,"The film does have a tired Hugh Grant and a washed out Sarah Jessica Parker trying to be funny. To be fair, they do manage to make you smile, now and then, while the popcorn lasts.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Paranormal Activity,"08 Jan, 2010",[],Horror,,Katie FeatherstonActor,,3.5,3.4,"Catch the night show if you actually want to feel the heebie-jeebies. And don't go looking for long-winded explanations. You might end up blaming the chill, not on winter alone.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Sherlock Holmes,"08 Jan, 2010",[],Thriller,,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams']",3.5,3.9,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Avatar,"18 Dec, 2009","['Hindi', 'English', 'Tamil']",2 hrs 43 mins, Action Thriller Adventure Sci-Fi,James Cameron,"['Sam Worthington', 'Zoe Saldana', 'Stephen Lang']",5.0,4.4,"James Cameron chooses to play God and creates a whole new world with such exquisite finesse, aesthete and eye for detail, he almost takes your breath away.","https://static.toiimg.com/thumb/msid-61237190,width-219,height-317,imgsize-26276/61237190.jpg"
The Twilight Saga: New Moon,"11 Dec, 2009",[],Action,,Chris Weitz,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",3.5,3.5,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Tinker Bell and The Lost Treasure,"04 Dec, 2009",[],Animation,,Klay Hall,,3.0,3.9,"This one's a perfect outing for the kids who will have a ball watching the pesky Trolls, taking the 21 butterfly salute or savouring the Fairy Tale Theatre orchestra made up of frogs and crickets.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Rebound,"04 Dec, 2009",[],Romance,,Justin BarthaActor,,3.0,3.4,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
New in Town,"27 Nov, 2009",[],Romance,,Renee ZellwegerActor,,3.0,3.2,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Ninja Assassin,"27 Nov, 2009",[],Action,,James McTeigue,,3.0,3.4,The fight sequences are the highlight of this film. But it has its emotional core too as it captures the angst of young Raizo who tries to quell the thundering of his heart in a heartless world.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
A Christmas Carol,"20 Nov, 2009",[],Drama,,"Robert Zemeckis, Actor",,3.0,3.8,"Loads of special effects and a story that has stood the test of time: Christmas Carol is Carrey revisited. However, it's not really a children's film and is meant for diehard Dicken's fans.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Twilight,"20 Nov, 2009",[],Romance,,Catherine Hardwicke,,3.5,3.8,The film actually works because it sculpts a romance that blooms through self-denial and renunciation. Grab your munchies and go for it!,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
2012,"13 Nov, 2009",[],Sci-fci,,"Roland Emmerich, Actor","['John Cusack', 'Amanda Peet', 'Danny Glover']",3.5,3.8,"What really holds your attention is apocalypse itself. Yes, it's the special effects of the film, more than the human drama, which completely sweep you off your feet.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Informant,"06 Nov, 2009",[],Drama,,Steven Soderbergh,"['Matt Damon', 'Melanie Lynskey', 'Scott Bakula']",3.5,3.2,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
The Time Traveler's Wife,"06 Nov, 2009",[],Romance,,Eric BanaActor,,3.0,3.0,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Whiteout,"30 Oct, 2009",[],Thriller,,"Dominic Sena, Actor",,2.5,3.1,The film fails to exploit the exotic locales of the South Pole and the twists and turns are mostly predictable in this tundra thriller which is based on a graphic novel by Greg Rucka.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
